Scan ID,Scan Timestamp,Location,Checkin Date,Checkout Date,Guest Count,Data Source,User Preference,My Price (EUR),Competitor Median (EUR),Competitor 10th Percentile (EUR),Pricing Status,Recommendation,Confidence Score,Confidence Reason
345,2026-06-29 21:37:47,Greencastle,2026-07-20,2026-07-22,2,live,occupancy,285.36,210.0,202.0,Too High,"Harbour Bar Apartment was not found in the search results for this 2-night stay. Likely reason: The listing is already booked, blocked by host controls, or restricted for this specific date range. Competitor data was successfully collected: Typical market price (median) is €210.00 total stay (nightly equivalent: €105.00). If your listing were active, our recommended baseline rate would be €285.36 total (nightly equivalent: €142.68).",95,"Using fresh, live Booking.com scraper data. Found 2 comparable listings."
344,2026-06-29 15:50:54,Greencastle,2026-07-20,2026-07-22,2,live,occupancy,285.36,210.0,202.0,Too High,"Harbour Bar Apartment was not found in the search results for this 2-night stay. Likely reason: The listing is already booked, blocked by host controls, or restricted for this specific date range. Competitor data was successfully collected: Typical market price (median) is €210.00 total stay (nightly equivalent: €105.00). If your listing were active, our recommended baseline rate would be €285.36 total (nightly equivalent: €142.68).",95,"Using fresh, live Booking.com scraper data. Found 2 comparable listings."
343,2026-06-29 15:41:46,Greencastle,2026-07-20,2026-07-22,2,live,occupancy,285.36,210.0,202.0,Too High,"Harbour Bar Apartment was not found in the search results for this 2-night stay. Likely reason: The listing is already booked, blocked by host controls, or restricted for this specific date range. Competitor data was successfully collected: Typical market price (median) is €210.00 total stay (nightly equivalent: €105.00). If your listing were active, our recommended baseline rate would be €285.36 total (nightly equivalent: €142.68).",95,"Using fresh, live Booking.com scraper data. Found 2 comparable listings."
342,2026-06-29 15:39:46,Greencastle,2026-07-20,2026-07-22,2,live,occupancy,285.36,210.0,202.0,Too High,"Harbour Bar Apartment was not found in the search results for this 2-night stay. Likely reason: The listing is already booked, blocked by host controls, or restricted for this specific date range. Competitor data was successfully collected: Typical market price (median) is €210.00 total stay (nightly equivalent: €105.00). If your listing were active, our recommended baseline rate would be €285.36 total (nightly equivalent: €142.68).",95,"Using fresh, live Booking.com scraper data. Found 2 comparable listings."
341,2026-06-29 15:37:48,Greencastle,2026-07-20,2026-07-22,2,live,occupancy,285.36,210.0,202.0,Too High,"Harbour Bar Apartment was not found in the search results for this 2-night stay. Likely reason: The listing is already booked, blocked by host controls, or restricted for this specific date range. Competitor data was successfully collected: Typical market price (median) is €210.00 total stay (nightly equivalent: €105.00). If your listing were active, our recommended baseline rate would be €285.36 total (nightly equivalent: €142.68).",95,"Using fresh, live Booking.com scraper data. Found 2 comparable listings."
340,2026-06-29 15:10:00,Greencastle,2026-07-20,2026-07-22,2,live,occupancy,-1.0,210.0,202.0,Booked,No pricing recommendation: this property appears to be booked or unavailable on the selected date.,95,"Using fresh, live Booking.com scraper data. Found 2 comparable listings."
339,2026-06-29 15:00:27,Greencastle,2026-07-20,2026-07-22,2,live,occupancy,-1.0,210.0,202.0,Booked,No pricing recommendation: this property appears to be booked or unavailable on the selected date.,95,"Using fresh, live Booking.com scraper data. Found 2 comparable listings."
338,2026-06-29 14:32:59,Greencastle,2026-09-30,2026-10-02,6,live,occupancy,400.0,574.5,354.0,Healthy,Your total price for this 2-night stay is €400.00 (nightly equivalent: €200.00). This rate is healthy and competitive with local market rates.,95,"Using fresh, live Booking.com scraper data. Found 24 comparable listings."
337,2026-06-29 14:32:45,Greencastle,2026-09-30,2026-10-02,4,live,occupancy,360.0,365.0,292.1,Healthy,Your total price for this 2-night stay is €360.00 (nightly equivalent: €180.00). This rate is healthy and competitive with local market rates.,95,"Using fresh, live Booking.com scraper data. Found 24 comparable listings."
336,2026-06-29 14:32:29,Greencastle,2026-09-30,2026-10-02,2,live,occupancy,320.0,339.5,216.3,Healthy,Your total price for this 2-night stay is €320.00 (nightly equivalent: €160.00). This rate is healthy and competitive with local market rates.,95,"Using fresh, live Booking.com scraper data. Found 24 comparable listings."
335,2026-06-29 14:32:14,Greencastle,2026-09-29,2026-10-01,6,live,occupancy,400.0,608.5,349.5,Healthy,Your total price for this 2-night stay is €400.00 (nightly equivalent: €200.00). This rate is healthy and competitive with local market rates.,95,"Using fresh, live Booking.com scraper data. Found 24 comparable listings."
334,2026-06-29 14:31:58,Greencastle,2026-09-29,2026-10-01,4,live,occupancy,360.0,380.0,294.9,Healthy,Your total price for this 2-night stay is €360.00 (nightly equivalent: €180.00). This rate is healthy and competitive with local market rates.,95,"Using fresh, live Booking.com scraper data. Found 24 comparable listings."
333,2026-06-29 14:31:42,Greencastle,2026-09-29,2026-10-01,2,live,occupancy,320.0,370.0,241.0,Healthy,Your total price for this 2-night stay is €320.00 (nightly equivalent: €160.00). This rate is healthy and competitive with local market rates.,95,"Using fresh, live Booking.com scraper data. Found 24 comparable listings."
332,2026-06-29 14:31:27,Greencastle,2026-09-28,2026-09-30,6,live,occupancy,400.0,618.5,349.5,Healthy,Your total price for this 2-night stay is €400.00 (nightly equivalent: €200.00). This rate is healthy and competitive with local market rates.,95,"Using fresh, live Booking.com scraper data. Found 24 comparable listings."
331,2026-06-29 14:31:12,Greencastle,2026-09-28,2026-09-30,4,live,occupancy,360.0,412.0,307.8,Healthy,Your total price for this 2-night stay is €360.00 (nightly equivalent: €180.00). This rate is healthy and competitive with local market rates.,95,"Using fresh, live Booking.com scraper data. Found 24 comparable listings."
330,2026-06-29 14:30:57,Greencastle,2026-09-28,2026-09-30,2,live,occupancy,320.0,390.0,275.3,Healthy,Your total price for this 2-night stay is €320.00 (nightly equivalent: €160.00). This rate is healthy and competitive with local market rates.,95,"Using fresh, live Booking.com scraper data. Found 24 comparable listings."
329,2026-06-29 14:30:40,Greencastle,2026-09-27,2026-09-29,6,live,occupancy,400.0,618.5,349.5,Healthy,Your total price for this 2-night stay is €400.00 (nightly equivalent: €200.00). This rate is healthy and competitive with local market rates.,95,"Using fresh, live Booking.com scraper data. Found 24 comparable listings."
328,2026-06-29 14:30:27,Greencastle,2026-09-27,2026-09-29,4,live,occupancy,360.0,402.0,305.7,Healthy,Your total price for this 2-night stay is €360.00 (nightly equivalent: €180.00). This rate is healthy and competitive with local market rates.,95,"Using fresh, live Booking.com scraper data. Found 24 comparable listings."
327,2026-06-29 14:30:12,Greencastle,2026-09-27,2026-09-29,2,live,occupancy,320.0,353.0,216.3,Healthy,Your total price for this 2-night stay is €320.00 (nightly equivalent: €160.00). This rate is healthy and competitive with local market rates.,95,"Using fresh, live Booking.com scraper data. Found 24 comparable listings."
326,2026-06-29 14:28:58,Greencastle,2026-09-26,2026-09-28,6,live,occupancy,400.0,503.5,346.0,Healthy,Your total price for this 2-night stay is €400.00 (nightly equivalent: €200.00). This rate is healthy and competitive with local market rates.,95,"Using fresh, live Booking.com scraper data. Found 24 comparable listings."
325,2026-06-29 14:28:42,Greencastle,2026-09-26,2026-09-28,4,live,occupancy,360.0,397.0,295.8,Healthy,Your total price for this 2-night stay is €360.00 (nightly equivalent: €180.00). This rate is healthy and competitive with local market rates.,95,"Using fresh, live Booking.com scraper data. Found 24 comparable listings."
324,2026-06-29 14:28:25,Greencastle,2026-09-26,2026-09-28,2,live,occupancy,320.0,336.5,241.0,Healthy,Your total price for this 2-night stay is €320.00 (nightly equivalent: €160.00). This rate is healthy and competitive with local market rates.,95,"Using fresh, live Booking.com scraper data. Found 24 comparable listings."
323,2026-06-29 14:28:09,Greencastle,2026-09-25,2026-09-27,6,live,occupancy,400.0,517.0,366.0,Healthy,Your total price for this 2-night stay is €400.00 (nightly equivalent: €200.00). This rate is healthy and competitive with local market rates.,95,"Using fresh, live Booking.com scraper data. Found 24 comparable listings."
322,2026-06-29 14:27:53,Greencastle,2026-09-25,2026-09-27,4,live,occupancy,360.0,450.0,291.2,Healthy,Your total price for this 2-night stay is €360.00 (nightly equivalent: €180.00). This rate is healthy and competitive with local market rates.,95,"Using fresh, live Booking.com scraper data. Found 24 comparable listings."
321,2026-06-29 14:27:39,Greencastle,2026-09-25,2026-09-27,2,live,occupancy,320.0,350.0,241.0,Healthy,Your total price for this 2-night stay is €320.00 (nightly equivalent: €160.00). This rate is healthy and competitive with local market rates.,95,"Using fresh, live Booking.com scraper data. Found 24 comparable listings."
320,2026-06-29 14:27:25,Greencastle,2026-09-24,2026-09-26,6,live,occupancy,400.0,448.5,303.6,Healthy,Your total price for this 2-night stay is €400.00 (nightly equivalent: €200.00). This rate is healthy and competitive with local market rates.,95,"Using fresh, live Booking.com scraper data. Found 24 comparable listings."
319,2026-06-29 14:27:08,Greencastle,2026-09-24,2026-09-26,4,live,occupancy,360.0,385.5,291.2,Healthy,Your total price for this 2-night stay is €360.00 (nightly equivalent: €180.00). This rate is healthy and competitive with local market rates.,95,"Using fresh, live Booking.com scraper data. Found 24 comparable listings."
318,2026-06-29 14:26:51,Greencastle,2026-09-24,2026-09-26,2,live,occupancy,320.0,336.5,232.4,Healthy,Your total price for this 2-night stay is €320.00 (nightly equivalent: €160.00). This rate is healthy and competitive with local market rates.,95,"Using fresh, live Booking.com scraper data. Found 24 comparable listings."
317,2026-06-29 14:26:35,Greencastle,2026-09-23,2026-09-25,6,live,occupancy,400.0,618.5,349.5,Healthy,Your total price for this 2-night stay is €400.00 (nightly equivalent: €200.00). This rate is healthy and competitive with local market rates.,95,"Using fresh, live Booking.com scraper data. Found 24 comparable listings."
316,2026-06-29 14:26:19,Greencastle,2026-09-23,2026-09-25,4,live,occupancy,360.0,390.0,291.2,Healthy,Your total price for this 2-night stay is €360.00 (nightly equivalent: €180.00). This rate is healthy and competitive with local market rates.,95,"Using fresh, live Booking.com scraper data. Found 24 comparable listings."
315,2026-06-29 14:26:06,Greencastle,2026-09-23,2026-09-25,2,live,occupancy,320.0,350.0,241.0,Healthy,Your total price for this 2-night stay is €320.00 (nightly equivalent: €160.00). This rate is healthy and competitive with local market rates.,95,"Using fresh, live Booking.com scraper data. Found 24 comparable listings."
314,2026-06-29 14:25:52,Greencastle,2026-09-22,2026-09-24,6,live,occupancy,400.0,618.5,355.5,Healthy,Your total price for this 2-night stay is €400.00 (nightly equivalent: €200.00). This rate is healthy and competitive with local market rates.,95,"Using fresh, live Booking.com scraper data. Found 24 comparable listings."
313,2026-06-29 14:25:36,Greencastle,2026-09-22,2026-09-24,4,live,occupancy,360.0,457.0,307.8,Healthy,Your total price for this 2-night stay is €360.00 (nightly equivalent: €180.00). This rate is healthy and competitive with local market rates.,95,"Using fresh, live Booking.com scraper data. Found 24 comparable listings."
312,2026-06-29 14:25:21,Greencastle,2026-09-22,2026-09-24,2,live,occupancy,320.0,390.0,273.2,Healthy,Your total price for this 2-night stay is €320.00 (nightly equivalent: €160.00). This rate is healthy and competitive with local market rates.,95,"Using fresh, live Booking.com scraper data. Found 24 comparable listings."
311,2026-06-29 14:25:08,Greencastle,2026-09-21,2026-09-23,6,live,occupancy,400.0,626.5,380.0,Healthy,Your total price for this 2-night stay is €400.00 (nightly equivalent: €200.00). This rate is healthy and competitive with local market rates.,95,"Using fresh, live Booking.com scraper data. Found 24 comparable listings."
310,2026-06-29 14:24:52,Greencastle,2026-09-21,2026-09-23,4,live,occupancy,360.0,457.0,335.1,Healthy,Your total price for this 2-night stay is €360.00 (nightly equivalent: €180.00). This rate is healthy and competitive with local market rates.,95,"Using fresh, live Booking.com scraper data. Found 24 comparable listings."
309,2026-06-29 14:24:37,Greencastle,2026-09-21,2026-09-23,2,live,occupancy,320.0,412.0,277.8,Healthy,Your total price for this 2-night stay is €320.00 (nightly equivalent: €160.00). This rate is healthy and competitive with local market rates.,95,"Using fresh, live Booking.com scraper data. Found 24 comparable listings."
308,2026-06-29 14:24:20,Greencastle,2026-09-20,2026-09-22,6,live,occupancy,400.0,626.5,380.0,Healthy,Your total price for this 2-night stay is €400.00 (nightly equivalent: €200.00). This rate is healthy and competitive with local market rates.,95,"Using fresh, live Booking.com scraper data. Found 24 comparable listings."
307,2026-06-29 14:24:04,Greencastle,2026-09-20,2026-09-22,4,live,occupancy,360.0,457.0,330.9,Healthy,Your total price for this 2-night stay is €360.00 (nightly equivalent: €180.00). This rate is healthy and competitive with local market rates.,95,"Using fresh, live Booking.com scraper data. Found 24 comparable listings."
306,2026-06-29 14:23:51,Greencastle,2026-09-20,2026-09-22,2,live,occupancy,320.0,402.0,241.0,Healthy,Your total price for this 2-night stay is €320.00 (nightly equivalent: €160.00). This rate is healthy and competitive with local market rates.,95,"Using fresh, live Booking.com scraper data. Found 24 comparable listings."
305,2026-06-29 14:22:35,Greencastle,2026-09-19,2026-09-21,6,live,occupancy,400.0,626.5,395.9,Healthy,Your total price for this 2-night stay is €400.00 (nightly equivalent: €200.00). This rate is healthy and competitive with local market rates.,95,"Using fresh, live Booking.com scraper data. Found 24 comparable listings."
304,2026-06-29 14:22:18,Greencastle,2026-09-19,2026-09-21,4,live,occupancy,360.0,491.5,330.9,Healthy,Your total price for this 2-night stay is €360.00 (nightly equivalent: €180.00). This rate is healthy and competitive with local market rates.,95,"Using fresh, live Booking.com scraper data. Found 24 comparable listings."
303,2026-06-29 14:22:00,Greencastle,2026-09-19,2026-09-21,2,live,occupancy,320.0,370.0,249.5,Healthy,Your total price for this 2-night stay is €320.00 (nightly equivalent: €160.00). This rate is healthy and competitive with local market rates.,95,"Using fresh, live Booking.com scraper data. Found 24 comparable listings."
302,2026-06-29 14:21:45,Greencastle,2026-09-18,2026-09-20,6,live,occupancy,400.0,626.5,414.6,Too Low,"Your total price for this 2-night stay is €400.00 (nightly equivalent: €200.00), which is underpriced compared to competitors. Recommend increasing your rate by €24.60 to match your custom bottom 10% threshold (€414.60 total / €207.30 nightly) of the market.",95,"Using fresh, live Booking.com scraper data. Found 24 comparable listings."
301,2026-06-29 14:21:30,Greencastle,2026-09-18,2026-09-20,4,live,occupancy,360.0,496.5,330.9,Healthy,Your total price for this 2-night stay is €360.00 (nightly equivalent: €180.00). This rate is healthy and competitive with local market rates.,95,"Using fresh, live Booking.com scraper data. Found 24 comparable listings."
300,2026-06-29 14:21:14,Greencastle,2026-09-18,2026-09-20,2,live,occupancy,320.0,421.5,255.20000000000002,Healthy,Your total price for this 2-night stay is €320.00 (nightly equivalent: €160.00). This rate is healthy and competitive with local market rates.,95,"Using fresh, live Booking.com scraper data. Found 24 comparable listings."
299,2026-06-29 14:21:01,Greencastle,2026-09-17,2026-09-19,6,live,occupancy,400.0,644.5,393.7,Healthy,Your total price for this 2-night stay is €400.00 (nightly equivalent: €200.00). This rate is healthy and competitive with local market rates.,95,"Using fresh, live Booking.com scraper data. Found 24 comparable listings."
298,2026-06-29 14:20:47,Greencastle,2026-09-17,2026-09-19,4,live,occupancy,360.0,491.5,330.9,Healthy,Your total price for this 2-night stay is €360.00 (nightly equivalent: €180.00). This rate is healthy and competitive with local market rates.,95,"Using fresh, live Booking.com scraper data. Found 24 comparable listings."
297,2026-06-29 14:20:32,Greencastle,2026-09-17,2026-09-19,2,live,occupancy,320.0,358.0,241.0,Healthy,Your total price for this 2-night stay is €320.00 (nightly equivalent: €160.00). This rate is healthy and competitive with local market rates.,95,"Using fresh, live Booking.com scraper data. Found 24 comparable listings."
296,2026-06-29 14:20:16,Greencastle,2026-09-16,2026-09-18,6,live,occupancy,400.0,626.5,366.0,Healthy,Your total price for this 2-night stay is €400.00 (nightly equivalent: €200.00). This rate is healthy and competitive with local market rates.,95,"Using fresh, live Booking.com scraper data. Found 24 comparable listings."
295,2026-06-29 14:20:03,Greencastle,2026-09-16,2026-09-18,4,live,occupancy,360.0,402.0,303.90000000000003,Healthy,Your total price for this 2-night stay is €360.00 (nightly equivalent: €180.00). This rate is healthy and competitive with local market rates.,95,"Using fresh, live Booking.com scraper data. Found 24 comparable listings."
294,2026-06-29 14:19:50,Greencastle,2026-09-16,2026-09-18,2,live,occupancy,320.0,380.0,219.3,Healthy,Your total price for this 2-night stay is €320.00 (nightly equivalent: €160.00). This rate is healthy and competitive with local market rates.,95,"Using fresh, live Booking.com scraper data. Found 24 comparable listings."
293,2026-06-29 14:19:35,Greencastle,2026-09-15,2026-09-17,6,live,occupancy,400.0,618.5,366.0,Healthy,Your total price for this 2-night stay is €400.00 (nightly equivalent: €200.00). This rate is healthy and competitive with local market rates.,95,"Using fresh, live Booking.com scraper data. Found 24 comparable listings."
292,2026-06-29 14:19:21,Greencastle,2026-09-15,2026-09-17,4,live,occupancy,360.0,412.0,307.8,Healthy,Your total price for this 2-night stay is €360.00 (nightly equivalent: €180.00). This rate is healthy and competitive with local market rates.,95,"Using fresh, live Booking.com scraper data. Found 24 comparable listings."
291,2026-06-29 14:19:08,Greencastle,2026-09-15,2026-09-17,2,live,occupancy,320.0,390.0,219.3,Healthy,Your total price for this 2-night stay is €320.00 (nightly equivalent: €160.00). This rate is healthy and competitive with local market rates.,95,"Using fresh, live Booking.com scraper data. Found 24 comparable listings."
290,2026-06-29 14:18:54,Greencastle,2026-09-14,2026-09-16,6,live,occupancy,400.0,618.5,366.0,Healthy,Your total price for this 2-night stay is €400.00 (nightly equivalent: €200.00). This rate is healthy and competitive with local market rates.,95,"Using fresh, live Booking.com scraper data. Found 24 comparable listings."
289,2026-06-29 14:18:40,Greencastle,2026-09-14,2026-09-16,4,live,occupancy,360.0,412.0,307.8,Healthy,Your total price for this 2-night stay is €360.00 (nightly equivalent: €180.00). This rate is healthy and competitive with local market rates.,95,"Using fresh, live Booking.com scraper data. Found 24 comparable listings."
288,2026-06-29 14:18:26,Greencastle,2026-09-14,2026-09-16,2,live,occupancy,320.0,380.0,219.3,Healthy,Your total price for this 2-night stay is €320.00 (nightly equivalent: €160.00). This rate is healthy and competitive with local market rates.,95,"Using fresh, live Booking.com scraper data. Found 24 comparable listings."
287,2026-06-29 14:18:11,Greencastle,2026-09-13,2026-09-15,6,live,occupancy,400.0,626.5,380.0,Healthy,Your total price for this 2-night stay is €400.00 (nightly equivalent: €200.00). This rate is healthy and competitive with local market rates.,95,"Using fresh, live Booking.com scraper data. Found 24 comparable listings."
286,2026-06-29 14:17:56,Greencastle,2026-09-13,2026-09-15,4,live,occupancy,360.0,390.0,303.90000000000003,Healthy,Your total price for this 2-night stay is €360.00 (nightly equivalent: €180.00). This rate is healthy and competitive with local market rates.,95,"Using fresh, live Booking.com scraper data. Found 24 comparable listings."
285,2026-06-29 14:17:41,Greencastle,2026-09-13,2026-09-15,2,live,occupancy,320.0,370.0,219.3,Healthy,Your total price for this 2-night stay is €320.00 (nightly equivalent: €160.00). This rate is healthy and competitive with local market rates.,95,"Using fresh, live Booking.com scraper data. Found 24 comparable listings."
284,2026-06-29 14:16:23,Greencastle,2026-09-12,2026-09-14,6,live,occupancy,420.0,495.0,303.6,Healthy,Your total price for this 2-night stay is €420.00 (nightly equivalent: €210.00). This rate is healthy and competitive with local market rates.,95,"Using fresh, live Booking.com scraper data. Found 24 comparable listings."
283,2026-06-29 14:16:10,Greencastle,2026-09-12,2026-09-14,4,live,occupancy,380.0,427.0,303.90000000000003,Healthy,Your total price for this 2-night stay is €380.00 (nightly equivalent: €190.00). This rate is healthy and competitive with local market rates.,95,"Using fresh, live Booking.com scraper data. Found 24 comparable listings."
282,2026-06-29 14:15:54,Greencastle,2026-09-12,2026-09-14,2,live,occupancy,340.0,361.5,241.0,Healthy,Your total price for this 2-night stay is €340.00 (nightly equivalent: €170.00). This rate is healthy and competitive with local market rates.,95,"Using fresh, live Booking.com scraper data. Found 24 comparable listings."
281,2026-06-29 14:15:38,Greencastle,2026-09-11,2026-09-13,6,live,occupancy,440.0,547.0,352.0,Healthy,Your total price for this 2-night stay is €440.00 (nightly equivalent: €220.00). This rate is healthy and competitive with local market rates.,95,"Using fresh, live Booking.com scraper data. Found 24 comparable listings."
280,2026-06-29 14:15:20,Greencastle,2026-09-11,2026-09-13,4,live,occupancy,400.0,496.5,303.90000000000003,Healthy,Your total price for this 2-night stay is €400.00 (nightly equivalent: €200.00). This rate is healthy and competitive with local market rates.,95,"Using fresh, live Booking.com scraper data. Found 24 comparable listings."
279,2026-06-29 14:15:06,Greencastle,2026-09-11,2026-09-13,2,live,occupancy,360.0,380.0,241.0,Healthy,Your total price for this 2-night stay is €360.00 (nightly equivalent: €180.00). This rate is healthy and competitive with local market rates.,95,"Using fresh, live Booking.com scraper data. Found 24 comparable listings."
278,2026-06-29 14:14:49,Greencastle,2026-09-10,2026-09-12,6,live,occupancy,420.0,503.5,352.0,Healthy,Your total price for this 2-night stay is €420.00 (nightly equivalent: €210.00). This rate is healthy and competitive with local market rates.,95,"Using fresh, live Booking.com scraper data. Found 24 comparable listings."
277,2026-06-29 14:14:33,Greencastle,2026-09-10,2026-09-12,4,live,occupancy,380.0,385.5,291.2,Healthy,Your total price for this 2-night stay is €380.00 (nightly equivalent: €190.00). This rate is healthy and competitive with local market rates.,95,"Using fresh, live Booking.com scraper data. Found 24 comparable listings."
